id,name,normalized_name,gender,gender_is_inferred
700,Chef Rodrigo,chef rodrigo,unknown,True
701,Gregory,gregory,unknown,True
702,FABRIZIO,fabrizio,unknown,True
703,Woman On Tv #1,woman on tv 1,unknown,True
704,Woman On Tv #2,woman on tv 2,unknown,True
705,Teenage Boy,teenage boy,unknown,True
706,CHIF WIGGUM,chif wiggum,unknown,True
707,Service Manager,service manager,unknown,True
708,Ted,ted,unknown,True
709,Sound-alikes,sound-alikes,unknown,True
710,Mister Amazing,mister amazing,unknown,True
711,Sparkle,sparkle,unknown,True
712,Romantic Lover Voice,romantic lover voice,unknown,True
713,Southern Private,southern private,unknown,True
714,'Charles Boyer',charles boyer,unknown,True
715,Umpire,umpire,unknown,True
716,Dispatcher,dispatcher,unknown,True
717,ARI,ari,unknown,True
718,Jose Canseco,jose canseco,unknown,True
719,Ozzie Smith,ozzie smith,unknown,True
720,Don Mattingly,don mattingly,unknown,True
721,Steve Sax,steve sax,unknown,True
722,Roger Clemens,roger clemens,unknown,True
723,Wade Boggs,wade boggs,unknown,True
724,KEN GRIFFEY JR.,ken griffey jr,unknown,True
725,Darryl Strawberry,darryl strawberry,unknown,True
726,Hypnotist,hypnotist,unknown,True
727,ALL THE PLAYERS,all the players,unknown,True
728,JOSE CONSECO,jose conseco,unknown,True
729,Ticket Taker,ticket taker,unknown,True
730,Courier,courier,unknown,True
731,FORTE,forte,unknown,True
732,Donna,donna,unknown,True
733,PRINCIPAL WILLIE,principal willie,unknown,True
734,Prosecutor,prosecutor,unknown,True
735,Steve Allen,steve allen,unknown,True
736,Mr. Montone,mr montone,unknown,True
737,Former Teacher,former teacher,unknown,True
738,Teacher #1,teacher 1,unknown,True
739,Teacher #2,teacher 2,unknown,True
740,Hippie Teacher,hippie teacher,unknown,True
741,Employer,employer,unknown,True
742,Sideshow Mel,sideshow mel,male,False
743,Tour Guide,tour guide,male,False
744,HUGH,hugh,male,False
745,Tammy,tammy,female,False
746,Employee,employee,male,False
747,Mike Scioscia,mike scioscia,male,False
748,Charlie,charlie,male,False
749,Nick,nick,male,False
750,Window Washers,window washers,unknown,True
751,Sanjay Nahasapeemapetilon,sanjay nahasapeemapetilon,unknown,True
752,Lottery Announcer,lottery announcer,unknown,True
753,Vet,vet,unknown,True
754,Mr. Danielson,mr danielson,unknown,True
755,Sadistic Barfly,sadistic barfly,unknown,True
756,Young Barfly,young barfly,unknown,True
757,Trainee,trainee,unknown,True
758,Butler,butler,unknown,True
759,Ticket Man,ticket man,unknown,True
760,General,general,unknown,True
761,Cowboy #1,cowboy 1,unknown,True
762,Cowboy #2,cowboy 2,unknown,True
763,Bar Owner,bar owner,unknown,True
764,Yodelin' Zeke,yodelin zeke,unknown,True
765,Male Nurse,male nurse,unknown,True
766,Music Store Owner,music store owner,unknown,True
767,Mr. Boylan,mr boylan,unknown,True
768,Mule,mule,unknown,True
769,Young Girl,young girl,unknown,True
770,Pretty Girl,pretty girl,unknown,True
771,Orville,orville,unknown,True
772,Hurley,hurley,unknown,True
773,Dinosaur Dad,dinosaur dad,unknown,True
774,Dinosaur Son,dinosaur son,unknown,True
775,Cellmate #1,cellmate 1,unknown,True
776,FAMILY/EVERYONE,familyeveryone,unknown,True
777,Crooner,crooner,unknown,True
778,MacGyver,macgyver,unknown,True
779,T-shirt Guy,t-shirt guy,unknown,True
780,David,david,unknown,True
781,DEREK,derek,unknown,True
782,Roadie,roadie,unknown,True
783,Stoned Guy,stoned guy,unknown,True
784,Promoter,promoter,unknown,True
785,DAVID/NIGEL,davidnigel,unknown,True
786,DAVID/NIGEL/DEREK,davidnigelderek,unknown,True
787,Landlord,landlord,unknown,True
788,Samantha Stanky,samantha stanky,unknown,True
789,Grave Digger,grave digger,unknown,True
790,Crane Operator,crane operator,unknown,True
791,Worker #1,worker 1,unknown,True
792,Worker #2,worker 2,unknown,True
793,Mr. Stanky,mr stanky,unknown,True
794,Nun,nun,unknown,True
795,NUN #2,nun 2,unknown,True
796,Bum,bum,unknown,True
797,WILLIAM POWEL LOOKALIKE,william powel lookalike,unknown,True
798,Bum #2,bum 2,unknown,True
799,Nbc Anchorman,nbc anchorman,unknown,True
800,Jittery Private,jittery private,unknown,True
801,Angry Sergeant,angry sergeant,unknown,True
802,Men Singers,men singers,unknown,True
803,Female Singers,female singers,unknown,True
804,Smokin' Joe Frazier,smokin joe frazier,unknown,True
805,Herb Powell,herb powell,unknown,True
806,Mom,mom,unknown,True
807,Teachers,teachers,unknown,True
808,Mr. Black,mr black,unknown,True
809,Sergeant,sergeant,unknown,True
810,Campers,campers,unknown,True
811,Line Judge,line judge,unknown,True
812,Stablehand,stablehand,unknown,True
813,Little Boy #1,little boy 1,unknown,True
814,Queen Elizabeth II,queen elizabeth ii,unknown,True
815,Yoga Instructor,yoga instructor,unknown,True
816,HOMER'S THOUGHT,homers thought,unknown,True
817,Contestants,contestants,unknown,True
818,Mr. Bozwell,mr bozwell,unknown,True
819,DEBORAH JO SMALLWOOD,deborah jo smallwood,unknown,True
820,Auditioning Woman #1,auditioning woman 1,unknown,True
821,Auditioning Woman #2,auditioning woman 2,unknown,True
822,Auditioning Woman #3,auditioning woman 3,unknown,True
823,Ms. Sinclair,ms sinclair,unknown,True
824,Video Game Voice,video game voice,unknown,True
825,Company,company,unknown,True
826,Actress,actress,unknown,True
827,Male Parishoner,male parishoner,unknown,True
828,Stooge #1,stooge 1,unknown,True
829,Stooge #2,stooge 2,unknown,True
830,Boring Guy,boring guy,unknown,True
831,Commentator,commentator,unknown,True
832,Abraham Lincoln,abraham lincoln,unknown,True
833,Flanders Family,flanders family,unknown,True
834,Jamshed,jamshed,unknown,True
835,Insurance Agent,insurance agent,unknown,True
836,Barker,barker,unknown,True
837,Booth Man,booth man,unknown,True
838,Caricaturist,caricaturist,unknown,True
839,Small Voice,small voice,unknown,True
840,Tv Father,tv father,unknown,True
841,Tv Daughter,tv daughter,unknown,True
842,Bitsy,bitsy,unknown,True
843,Ramona,ramona,unknown,True
844,Owner,owner,unknown,True
845,Ice Cream Lady,ice cream lady,unknown,True
846,Amber Dempsey,amber dempsey,unknown,True
847,Pahasatira,pahasatira,unknown,True
848,Judges,judges,unknown,True
849,Museum Worker,museum worker,unknown,True
850,Show Announcer,show announcer,unknown,True
851,Bob Hope,bob hope,unknown,True
852,Kirk Van Houten,kirk van houten,male,False
853,Lurleen Lumpkin,lurleen lumpkin,female,False
854,God,god,male,False
855,Nigel Bakerbutcher,nigel bakerbutcher,male,False
856,Advance Man,advance man,unknown,True
857,Soldier #1,soldier 1,unknown,True
858,Soldier #2,soldier 2,unknown,True
859,Nerd #1,nerd 1,unknown,True
860,Nerd #2,nerd 2,unknown,True
861,Football Player,football player,unknown,True
862,Shopkeeper,shopkeeper,unknown,True
863,Gangster,gangster,unknown,True
864,Repairman,repairman,unknown,True
865,Sailor #1,sailor 1,unknown,True
866,Sailor #2,sailor 2,unknown,True
867,Natives,natives,unknown,True
868,'30s Reporter,30s reporter,unknown,True
869,Girl Star,girl star,unknown,True
870,Co-pilot,co-pilot,unknown,True
871,Monkey,monkey,unknown,True
872,Faces,faces,unknown,True
873,Zombies,zombies,unknown,True
874,Skinner Zombie,skinner zombie,unknown,True
875,Zombie Krusty,zombie krusty,unknown,True
876,Zombie Flanders,zombie flanders,unknown,True
877,Zombie D.J.'s,zombie djs,unknown,True
878,Zombie Shakespeare,zombie shakespeare,unknown,True
879,Lisa Snail,lisa snail,unknown,True
880,Zombie,zombie,unknown,True
881,Pilgrim Zombie,pilgrim zombie,unknown,True
882,Cowboy Zombie,cowboy zombie,unknown,True
883,Helmsman,helmsman,unknown,True
884,Chief Engineer,chief engineer,unknown,True
885,Rowdy Woman,rowdy woman,unknown,True
886,Astronaut,astronaut,unknown,True
887,Booth Attendant,booth attendant,unknown,True
888,MCCLURE,mcclure,unknown,True
889,Contractor,contractor,unknown,True
890,Headless Brakeman,headless brakeman,unknown,True
891,Marley,marley,unknown,True
892,Donut Man,donut man,unknown,True
893,Tom Jones,tom jones,unknown,True
894,Animal Handler,animal handler,unknown,True
895,'Homer',homer,unknown,True
896,Hunk,hunk,unknown,True
897,Price,price,unknown,True
898,Mrs. Powers,mrs powers,unknown,True
899,Guy #1,guy 1,unknown,True
900,Guy #2,guy 2,unknown,True
901,Chef,chef,unknown,True
902,Waiter #2,waiter 2,unknown,True
903,Old Man,old man,unknown,True
904,Attorney,attorney,unknown,True
905,Mailman,mailman,unknown,True
906,Delivery Boy,delivery boy,unknown,True
907,Fat Foreman,fat foreman,unknown,True
908,Old Woman,old woman,unknown,True
909,RICARDO,ricardo,unknown,True
910,Alan Thicke,alan thicke,unknown,True
911,Adjuster,adjuster,unknown,True
912,Model,model,unknown,True
913,Second Man,second man,unknown,True
914,German Engineer,german engineer,unknown,True
915,Adam West,adam west,unknown,True
916,President Bush,president bush,unknown,True
917,'Just Stamp the Ticket' Man,just stamp the ticket man,unknown,True
918,Linda Ronstadt,linda ronstadt,unknown,True
919,Teenage Barney,teenage barney,unknown,True
920,Copy Writer,copy writer,unknown,True
921,Cameraman,cameraman,unknown,True
922,Bigfoot,bigfoot,unknown,True
923,Mountain Goat,mountain goat,unknown,True
924,Fruit Vendor,fruit vendor,unknown,True
925,Irish Lady,irish lady,unknown,True
926,Italian Lady,italian lady,unknown,True
927,Talk Show Host,talk show host,unknown,True
928,Sidekick,sidekick,unknown,True
929,Realtor,realtor,unknown,True
930,Ad Man,ad man,unknown,True
931,Female Messenger,female messenger,unknown,True
932,Clown Bed,clown bed,unknown,True
933,Korean Gymnast,korean gymnast,unknown,True
934,Pig,pig,unknown,True
935,Gas Station Boy,gas station boy,unknown,True
936,Billy,billy,unknown,True
937,Homer's Spirit,homers spirit,unknown,True
938,INTERCOM,intercom,unknown,True
939,Reporters,reporters,unknown,True
940,Sunday School Teacher,sunday school teacher,unknown,True
941,VIDEO TAPE NARRATOR,video tape narrator,unknown,True
942,Pumpkin Man,pumpkin man,unknown,True
943,Med Students,med students,unknown,True
944,Handsome Young Man,handsome young man,unknown,True
945,Andre,andre,unknown,True
946,Young Riviera,young riviera,unknown,True
947,Angry Man,angry man,unknown,True
948,Warrior,warrior,unknown,True
949,Truckosaurus,truckosaurus,unknown,True
950,Sebastian Kobb,sebastian kobb,unknown,True
951,Woman With Baby,woman with baby,unknown,True
952,Baby,baby,unknown,True
953,NIMOY,nimoy,unknown,True
954,Engineer #1,engineer 1,unknown,True
955,Haverbrook Man,haverbrook man,unknown,True
956,Captain Horatio McCallister,captain horatio mccallister,male,False
957,Hans Moleman,hans moleman,male,False
958,Squeaky-Voiced Teen,squeaky-voiced teen,male,False
959,LANLEY,lanley,male,False
960,Laura Powers,laura powers,female,False
961,Bumblebee Man,bumblebee man,male,False
962,Santa Claus,santa claus,male,False
963,Bart Anchor,bart anchor,unknown,True
964,Lance Murdock,lance murdock,unknown,True
965,2nd Announcer,2nd announcer,unknown,True
966,Homer's Thought Bubble,homers thought bubble,unknown,True
967,Reverend,reverend,unknown,True
968,Aunt Gladys's Corpse,aunt gladyss corpse,unknown,True
969,Aunt Gladys,aunt gladys,unknown,True
970,HUTZ' VOICE,hutz voice,unknown,True
971,MR. HUTZ,mr hutz,unknown,True
972,Princess Opal,princess opal,unknown,True
973,Bag Boy,bag boy,unknown,True
974,Waitress #2,waitress 2,unknown,True
975,Sperm Doctor,sperm doctor,unknown,True
976,Babies,babies,unknown,True
977,MAN ON RADIO,man on radio,unknown,True
978,Surly,surly,unknown,True
979,Attractive Woman,attractive woman,unknown,True
980,Man On Tv,man on tv,unknown,True
981,Beer Singers,beer singers,unknown,True
982,Hercules,hercules,unknown,True
983,Security Man,security man,unknown,True
984,Washington,washington,unknown,True
985,Man In White Coat,man in white coat,unknown,True
986,Boys,boys,unknown,True
987,Santa's Little Helper,santas little helper,unknown,True
988,Homer's Bloody Skull,homers bloody skull,unknown,True
989,Sketch Announcer,sketch announcer,unknown,True
990,Agency Worker,agency worker,unknown,True
991,Fans,fans,unknown,True
992,Small Man,small man,unknown,True
993,Chihuahua,chihuahua,unknown,True
994,Cat,cat,unknown,True
995,Corey,corey,unknown,True
996,Pepi,pepi,unknown,True
997,Apu's Brain,apus brain,unknown,True
998,JOHNNY,johnny,unknown,True
999,Truck Driver,truck driver,unknown,True
1000,Rex,rex,unknown,True
1001,Homer's Conscience,homers conscience,unknown,True
1002,Robert Frost,robert frost,unknown,True
1003,FROST,frost,unknown,True
1004,Raheem,raheem,unknown,True
1005,Presidents,presidents,unknown,True
1006,Harrison,harrison,unknown,True
1007,Presidents' Heads,presidents heads,unknown,True
1008,Teddy Roosevelt,teddy roosevelt,unknown,True
1009,3rd World Father,3rd world father,unknown,True
1010,3rd World Family,3rd world family,unknown,True
1011,Mechanical Figure,mechanical figure,unknown,True
1012,Tourists,tourists,unknown,True
1013,Cartoon Doctor,cartoon doctor,unknown,True
1014,Richard Nixon,richard nixon,unknown,True
1015,Kennedy,kennedy,unknown,True
1016,Mrs. Phillips,mrs phillips,unknown,True
1017,Assembly,assembly,unknown,True
1018,Chuck's Dad,chucks dad,unknown,True
1019,Parent One,parent one,unknown,True
1020,Parent Two,parent two,unknown,True
1021,Feminists,feminists,unknown,True
1022,Train,train,unknown,True
1023,Receiver,receiver,unknown,True
1024,Burns' Grandfather,burns grandfather,unknown,True
1025,Dr. Wolfe,dr wolfe,unknown,True
1026,Gummy Joe,gummy joe,unknown,True
1027,Donut Vendor,donut vendor,unknown,True
1028,Mop Top #1,mop top 1,unknown,True
1029,Mop Top #2,mop top 2,unknown,True
1030,Mop Top #3,mop top 3,unknown,True
1031,Mop Tops,mop tops,unknown,True
1032,Goon,goon,unknown,True
1033,Bird,bird,unknown,True
1034,Quigley,quigley,unknown,True
1035,Robots,robots,unknown,True
1036,DR. JOYCE,dr joyce,unknown,True
1037,Pagan Simpsons,pagan simpsons,unknown,True
1038,Waiters/cooks,waiterscooks,unknown,True
1039,Specialist,specialist,unknown,True
1040,Intern,intern,unknown,True
1041,'Elvis',elvis,unknown,True
1042,Writer,writer,unknown,True
1043,Roxie,roxie,unknown,True
1044,Bobby Mindich,bobby mindich,unknown,True
1045,Barney's Boss,barneys boss,unknown,True
1046,Writer #2,writer 2,unknown,True
1047,Cowboys,cowboys,unknown,True
1048,BROOKE,brooke,unknown,True
1049,Child,child,unknown,True
1050,Seagull,seagull,unknown,True
1051,Scottish Woman,scottish woman,unknown,True
1052,Exhaust Pipe Lid,exhaust pipe lid,unknown,True
1053,Chicken,chicken,unknown,True
1054,Mr. Ogden,mr ogden,unknown,True
1055,Scientist #1,scientist 1,unknown,True
1056,Scientist #2,scientist 2,unknown,True
1057,Evil Homer,evil homer,unknown,True
1058,Hitler,hitler,unknown,True
1059,Recruiter,recruiter,unknown,True
1060,Actor,actor,unknown,True
1061,Teenaged Guide,teenaged guide,unknown,True
1062,Children's Choir,childrens choir,unknown,True
1063,Boy Soloist,boy soloist,unknown,True
1064,Driver Of Foreign Car,driver of foreign car,unknown,True
1065,Barry White,barry white,unknown,True
1066,Miss Springfield,miss springfield,unknown,True
1067,Irishman,irishman,unknown,True
1068,Gary Chalmers,gary chalmers,male,False
1069,Baseball Announcer,baseball announcer,male,False
1070,ARTIE,artie,male,False
1071,Old Mrs. Glick,old mrs glick,unknown,True
1072,SICK JAPANESE WORKER,sick japanese worker,unknown,True
1073,Japanese Worker #2,japanese worker 2,unknown,True
1074,JAPANESE WORKERS,japanese workers,unknown,True
1075,White Blood Cell #1,white blood cell 1,unknown,True
1076,White Blood Cell #2,white blood cell 2,unknown,True
1077,Virus,virus,unknown,True
1078,JAMAICAN MAN,jamaican man,unknown,True
1079,Husband,husband,unknown,True
1080,Jury,jury,unknown,True
1081,David Crosby,david crosby,unknown,True
1082,Jury Foreman,jury foreman,unknown,True
1083,Phillips,phillips,unknown,True
1084,Tattoo Annie,tattoo annie,unknown,True
1085,Park Commissioner,park commissioner,unknown,True
1086,Assistant,assistant,unknown,True
1087,Jacqueline,jacqueline,unknown,True
1088,Coast Guard Officer,coast guard officer,unknown,True
1089,'Charley Weaver',charley weaver,unknown,True
1090,Gabbo,gabbo,unknown,True
1091,CRANDALL,crandall,unknown,True
1092,Soldier Puppets,soldier puppets,unknown,True
1093,Cossack Puppets,cossack puppets,unknown,True
1094,Alphonse,alphonse,unknown,True
1095,Commercial Announcer,commercial announcer,unknown,True
1096,Casting Director,casting director,unknown,True
1097,Old Man Singers,old man singers,unknown,True
1098,Bette Midler,bette midler,unknown,True
1099,Hugh Hefner,hugh hefner,unknown,True
1100,Anthony Kiedis,anthony kiedis,unknown,True
1101,Flea,flea,unknown,True
1102,Elizabeth Taylor,elizabeth taylor,unknown,True
1103,Counter Boy,counter boy,unknown,True
1104,Mr. Johannson,mr johannson,unknown,True
1105,Luke Perry,luke perry,unknown,True
1106,LUKE PERRY IN DREAM,luke perry in dream,unknown,True
1107,Chad Smith,chad smith,unknown,True
1108,ARIK MARSHAL,arik marshal,unknown,True
1109,Krusty Announcer,krusty announcer,unknown,True
1110,Chili Peppers,chili peppers,unknown,True
1111,Man At Table,man at table,unknown,True
1112,SPEEDED UP VOICES,speeded up voices,unknown,True
1113,Melvin,melvin,unknown,True
1114,Quartet,quartet,unknown,True
1115,Tenor,tenor,unknown,True
1116,Be Sharps,be sharps,unknown,True
1117,Paul Harvey,paul harvey,unknown,True
1118,Ronald Reagan,ronald reagan,unknown,True
1119,Panicky Man,panicky man,unknown,True
1120,Sarah Wiggum,sarah wiggum,unknown,True
1121,Female Talk Show Host,female talk show host,unknown,True
1122,George Harrison,george harrison,unknown,True
